"56260",520.7,498,220.8,563.7,298.2,488.2,444.1,245.6,256.7,310.6,0,296.4,482.3,290.4,556.1,635.8,473.6,325,302.8,581.2,590.5,174,608.9,294,374.4,617.4,406.7,446.2,468.9,782,438,289.6,396.2,184,722.8,369.3,308.6,435.6,409.4,290.1,433.8,273.9,681.1,193.7,325.7,133,514.9,349.8,389.5,361.2,272.4,304.1,496,391.2,483.9,569.2,433.3,412.7,532.3,718.8,509.1,136.5,671.4,498.7,86.1,373.3,528.8,349.4,458,207.4,586.4,446.3,88.9,569.1,518.7,173.7,384.7,485.5,340.3,288.7,185.2,523.8,513.6,414.4,97.5,464.9,581.7,561.3,416,132.7,351.1,308.9,213.4,83.3
"18033",275.9,220.2,153.7,285.9,156.3,370.5,242.7,128.8,91.1,168.7,296.4,0,204.4,294.6,382.2,358,338.2,189,160.8,322.7,408.8,303.4,361.9,154.9,130.5,363.9,264.8,254.8,293.1,510.6,410.6,195.5,118.4,239,445,373.5,166.7,367,242.6,148.2,316.1,232.4,409.7,264.8,138.9,169,237.1,256.2,191.5,67.9,217.9,64.6,340.4,189.8,195.9,315.7,298.4,277.7,330.9,447.5,221.1,216.5,393.6,220.8,227,333.5,327.8,229.9,204.5,198,303.5,304.3,380.9,291.2,258.5,195.4,92.4,367.8,113.4,78.8,165,298.5,260.1,418.7,329.6,241.1,303.9,283.4,277.3,237.7,221.3,155.8,103.7,262
"42218",233.7,65.7,321.3,90.6,332.4,292,237.2,315,277.4,344.8,482.7,203.8,0,337.6,294.1,162.7,295.9,367.8,336.8,208,350.8,489.7,177.7,338.8,234.5,305.9,382,278.7,312.9,315.3,434.4,381.7,99,417.7,263.5,413,349.4,390.8,322.2,313.2,340,418.6,214.4,451.1,247.4,355.2,149.8,432.1,198.3,198.5,329,232.5,336.5,280.2,98.4,257.8,474.5,453.8,302,252.2,104.9,402.8,212.1,57.7,413.2,357.3,298.9,260,173.1,384.2,127.1,397.8,567.1,109.7,145.5,374.1,151.3,355.8,200.8,265.1,351.3,240.5,202.1,453,515.8,211.5,120.1,101.9,301.1,422.8,397.2,314.1,289.9,448.3
"33063",250.9,349.7,159.2,414.2,352.6,210.4,454.7,325.2,249.2,365.1,289.9,292.3,337.8,0,278.4,361.2,195.9,385.4,357.2,303.4,621.8,382.7,331.2,351.3,375.1,576.9,461.1,173,505.1,504.2,160.3,391.8,245.2,122.1,465.8,91.6,363,157.8,454.6,344.6,156.1,396.3,403.3,369.5,161.9,245.4,340.7,452.6,158.9,347.2,84.4,235.2,550.4,401.8,376.9,528.7,494.7,474.1,542.9,441.1,399.9,313.4,492.1,354.2,216.4,95.6,539.8,90.9,441.8,302.7,441.9,500.7,374.4,424.5,437.2,119.3,298.4,207.7,219,281.2,269.8,511.5,473.1,136.7,361.4,224.9,420.6,416.7,138.3,179.3,417.6,363.4,208.4,294.2
"66136",186.1,278.9,417.4,215.7,519.6,79.4,462.7,492.1,454.4,532,557.2,380.9,295,278.1,0,162.7,174.8,552.3,524.2,104.9,576.4,650,132.6,518.2,460.1,531.5,607.6,205.3,538.4,305.7,222.7,558.8,273.5,389.3,267.3,290.2,530,200.3,547.8,511.5,131.3,595.7,204.8,628.1,308.7,512.7,198.1,619.5,285.3,396.2,351.7,378.8,562.1,505.8,324,483.3,661.7,641,527.5,242.5,330.5,579.8,293.6,283.3,483.7,199.7,524.5,299.3,398.7,561.3,341.4,623.3,641.6,275.1,371.1,386.6,347.5,135.5,362.6,442.1,528.4,466.1,427.7,241.4,628.7,264.6,222.1,315.8,165.4,446.6,584.6,523.9,467,561.4
"84007",199.7,179.7,473.3,81.8,424.1,159.6,328.9,452.1,429.4,436.5,634.7,355.8,161.2,358.3,161.7,0,242.7,459.6,428.5,75.6,442.6,612.5,45.2,430.5,326.3,397.6,473.7,285.5,404.6,168.2,302.9,493.1,251,469.5,128.7,370.4,441.1,280.4,414,404.9,211.5,512.6,67.3,570.3,388.9,507.2,171.9,523.8,350.3,337.1,431.9,384.5,428.2,371.9,190.2,349.5,566.2,545.5,393.7,105.1,196.6,554.8,155,149.4,563.8,279.9,390.6,379.5,264.8,536.2,207.6,489.5,719.1,141.3,237.2,466.8,292.8,223.4,352.8,417.1,503.3,332.3,293.9,321.6,667.8,278.2,88.3,181.9,245.6,526.8,488.9,405.9,441.9,600.3
"81004",66.9,237.5,315.8,298.4,440.2,106.4,499.2,412.7,375,452.6,473.6,337.7,298,194.5,174.3,245.4,0,472.9,444.7,171.8,615.2,566.5,215.4,438.8,446,570.3,548.7,103.7,575,388.4,154.6,479.4,232.1,305.8,350,206.6,450.6,123.9,542.1,432.1,57.6,516.3,287.5,534.5,207.1,429.1,156.7,540.1,183.7,354.8,268.1,277.2,598.6,489.3,360.5,522.1,582.3,561.6,564.1,325.3,383.5,486.2,376.3,337.7,400.1,116.1,561,197.7,435.2,467.7,420.3,588.2,558.1,357.8,420.8,303.1,306,103.7,261,362.7,434.8,504.9,466.5,173.3,545.2,157.2,294.6,395.1,64.3,363.1,505.2,450.9,373.4,477.9
"95500",446.4,390.6,246.1,386.9,46.6,504.4,210.5,87.9,152.8,30.8,325.2,189,364.4,387,552.7,459,472.2,0,33.7,493.1,327.2,187.7,474,39.3,145.4,363.5,124,388.7,205.7,611.6,534.6,68.4,288.8,331.4,540.5,465.9,30.1,500.9,146.1,63,450,87.9,510.7,145.6,272.8,208.3,407.5,81.2,332,188.3,323.3,202.6,232.8,157.5,281.1,340.3,151.6,131,298.6,548.5,297.5,202.1,489.1,319.5,266.3,467.4,265.6,363.8,229.1,162.7,379.9,183,397.1,386.8,289.8,287.8,230.5,501.7,274.5,125.6,163.5,290.1,284.7,511.1,295.3,407.4,416.4,379,411.2,286.1,46.3,73.4,179.4,247.6
"75101",418.1,362.3,217.8,357.5,19.3,476.1,186.8,66.1,124.4,15.1,303.4,160.7,335,358.7,524.3,429.6,443.9,33,0,464.8,305.8,194.8,444.6,26,116,342.1,112.6,360.4,184.3,582.2,506.3,75.5,260.5,303.1,511.1,437.6,18.3,472.5,124.7,33.6,421.7,95,481.3,152.6,244.5,186.4,379.2,99,303.6,158.9,295,174.3,211.4,133.8,251.7,310.9,145.2,124.6,274.9,519.1,268.1,180.2,459.7,290.1,244.5,439.1,244.2,335.5,199.7,153.3,350.5,161.6,375.3,357.4,260.4,259.5,201.1,473.4,246.2,97.3,141.7,266.4,255.3,482.7,293.3,379.1,387,349.6,382.8,264.3,64.1,51.6,151.1,225.8
"34172",127.9,220.1,432,129.7,461.4,99.7,376.8,433.9,396.2,473.8,577.5,322.7,209.1,298.4,101.8,76.7,170.9,494.1,466,0,490.4,608.6,46.7,460,374.1,445.5,521.6,225.6,452.5,219.7,243,500.6,215.3,409.6,181.3,310.5,471.8,220.6,461.8,452.8,151.6,537.5,118.8,569.9,323.4,474.1,139.9,561.3,282.8,338.1,372,351.4,476.1,419.8,238,397.4,603.5,582.9,441.6,156.6,244.5,521.6,207.6,197.3,504,220,438.5,313.9,312.7,503.1,255.4,537.4,661.9,189.1,285.1,406.9,289.3,163.5,319.7,384,470.2,380.1,341.8,261.7,634.7,206.4,136.1,229.8,185.7,466.9,526.4,453.7,408.8,567.2
"67482",554.6,412.6,502.4,373.4,294.5,574.9,208.7,352.6,409.1,298.3,589.9,410.4,351,620.5,577,445.5,616.9,325.7,302.2,490.9,0,495.2,460.5,320.5,302.1,52.8,251.4,561.6,174.5,598.2,717.3,375.8,395.3,587.7,511.2,695.9,318.6,673.7,196.2,311.4,622.9,387.4,497.3,453,491.4,472.9,496.8,316.9,481.2,360.8,570.4,458.9,106.7,253.6,270.2,106.1,344.4,323.7,133,535,260,466.7,459.8,308.6,531,640.2,115.7,542.9,213.7,448.2,338.9,240.2,661.8,357.5,225.9,544.1,344.4,638.7,433.8,381.9,428.2,154.3,161.1,735.9,579.8,519.8,403,349.7,584,550.8,344.4,306.4,435.7,512.2
"50502",561.4,505.6,268.8,541.5,210.3,581.6,370.8,205.1,231.8,200.8,174.3,304,489.9,383.8,649.5,613.6,567,188.6,196.5,608.2,496.8,0,628.6,186.8,300.1,533.1,276.6,491,375.3,766.2,531.4,145,403.8,277.4,695.2,462.7,187,528.9,315.7,217.6,527.2,129.3,665.3,49.1,370,193.9,522.5,205.2,434.3,343,346,308.9,402.4,317.9,435.8,494.9,288.7,268.1,459,703.1,452.1,125.2,643.8,474.2,173.6,466.7,435.2,423,383.7,114.9,534.5,352.6,246.2,541.4,444.4,267.1,385.2,578.9,377.1,263.8,151.7,450.5,439.3,507.8,136.4,509.7,571,533.6,509.4,226.1,206.5,235.6,202.1,98.2
"30189",168.3,178.7,466.2,97.9,440.2,128.2,345,468.2,433.9,452.6,606,360.4,177.3,326.9,130.3,44.9,211.3,475.6,444.6,44.2,458.6,628.5,0,446.6,342.3,413.7,489.8,254.1,420.7,189.6,271.6,509.2,253,438.1,151.2,339,457.2,249.1,430,421,180.1,528.7,88.7,586.4,357.5,511.8,134,539.9,323.2,353.2,400.5,389.1,444.3,388,206.2,365.6,582.3,561.6,409.8,126.4,212.7,559.3,177.5,165.5,532.5,248.5,406.7,348.1,280.9,540.8,223.6,505.6,690.5,157.3,253.3,435.4,308.9,192,357.4,421.7,507.9,348.3,310,290.2,672.4,246.8,104.3,198,214.2,495.4,505,422,446.5,604.9
"78646",412.8,357.1,212.6,360,30.2,470.9,189.3,57.7,119.2,36.8,295,155.5,337.5,353.5,519.1,432.1,438.7,40.8,27,459.6,322.4,188.4,447.1,0,118.5,358.7,131.5,355.2,200.9,584.7,501.1,69.1,255.3,297.9,513.6,432.4,23.9,467.3,141.3,36.1,416.5,88.6,483.8,146.3,239.3,178.1,374,113.4,298.4,161.4,289.8,169,228,136.3,254.2,313.4,164.1,143.4,277.4,521.6,270.6,171.9,462.2,292.6,236.2,433.9,260.8,330.3,202.2,134.5,353,178.2,366.9,359.9,262.9,254.2,203.6,468.1,240.9,92.1,133.4,268.9,257.8,477.5,284.9,373.9,389.5,352.1,377.6,256,78.5,54.1,145.9,217.4
"89024",385.9,293.7,236.3,254.5,112,455.9,135.1,140,143,124.4,377.3,130.6,232,377.2,458.1,326.6,446.1,147.5,116.4,371.9,301,300.4,341.6,118.5,0,256,195.5,362.6,186.3,479.2,518.3,181.1,228.4,321.6,408.1,456.2,129.1,474.7,135.8,92.9,423.9,200.5,378.3,258.2,246.7,254.6,347.1,211.7,301.5,109.1,313.5,176.4,233.5,79.4,148.7,207.9,254.1,233.5,223.2,416.1,165.1,254.2,356.7,187.1,312.6,441.2,220.1,337.6,96.7,235.6,247.5,211.3,449.2,254.4,157.4,278,148.9,475.5,240.2,115.8,215.6,190.7,152.3,501.3,367.2,351.1,284,246.6,385,323.3,176.8,93.8,169.6,299.7
"68066",508.4,366.5,478.1,327.2,331.6,528.7,198.7,381.7,384.7,335.4,619.1,364.2,304.8,574.3,530.8,399.3,570.7,362.7,339.2,444.7,51.7,532.2,414.3,357.5,255.9,0,288.5,515.4,177.9,552,671.1,412.9,349.1,563.4,465.1,649.7,355.6,627.5,231.9,334.6,576.7,424.4,451.1,490,445.2,496.3,450.6,353.9,435,314.6,524.2,419.2,143.7,247.6,224,60,381.4,360.7,103.6,488.8,213.8,495.9,413.7,262.4,554.4,594,119.1,496.7,167.5,477.4,292.7,277.2,691,311.3,179.7,519.7,298.3,592.5,387.6,357.6,457.4,108.2,114.9,689.8,608.9,473.6,356.8,303.5,537.8,565.1,381.5,322.5,411.4,541.4
"02408",522.2,445.1,322,405.9,115.2,580.3,175,170.3,228.6,103.5,407.6,264.9,383.4,462.9,609.5,478,548.1,123.1,114.6,523.4,255.3,277.2,493,133,196.8,291.6,0,464.6,133.8,630.6,610.5,178,364.7,407.3,559.5,541.8,120.9,576.7,74.2,135.5,525.9,154.5,529.7,235,348.7,290.6,483.4,84.1,407.8,260.9,399.2,278.5,160.9,124.3,300.1,310,111.6,90.9,245.3,567.5,308.7,284.4,508.1,338.5,348.7,543.3,193.7,439.7,225.1,254.8,387.6,95.9,479.5,405.8,274.6,363.7,303.1,577.6,350.3,201.5,245.9,254.7,270.9,586.9,384.7,483.3,435.4,398,487,368.5,112.3,130.4,255.3,329.9
"46042",104.4,275,232.5,340.2,356.9,136.4,447.3,329.4,291.7,369.3,443.2,254.4,279.3,171.3,204.3,287.2,104.1,389.6,361.5,227.8,563.3,489.9,257.1,355.5,362.7,518.4,465.4,0,509.4,430.2,176.5,396.1,186.7,282.5,391.8,183.4,367.3,132.9,458.9,348.8,82.1,433,329.3,451.3,123.8,350.2,194.2,456.8,100.4,288.7,197.3,193.9,546.7,406,318.4,470.2,499,478.3,512.2,367,341.4,403,418.1,295.7,369.6,85.4,509.1,114.4,383.3,384.4,383.4,504.9,527.6,366,378.7,271,239.9,133.7,177.7,279.4,351.5,453,414.6,195.1,514.7,126.6,332.2,358.2,43.2,332.6,421.9,367.6,290.1,447.4
"55029",514,374.6,365.5,335.4,176,536.9,87,234,272.2,179.8,471.3,292.2,312.9,506.4,539,407.5,576.3,207.1,183.7,452.9,175.3,376.6,422.5,201.9,185.4,177.6,132.9,508.1,0,560.2,654,257.3,354.7,450.8,489.1,585.4,200.1,620.3,66.9,192.8,569.5,268.8,459.3,334.4,392.3,354.4,458.7,198.4,440.6,273.7,442.7,322,97.4,111.3,229.7,193,225.9,205.2,119.4,497,238.3,348.2,437.7,268.1,412.4,586.8,68.5,483.2,154.6,329.7,317.2,141.2,543.2,335.3,204.2,407.2,303.9,600.7,393.2,245,309.7,167.4,200.5,630.5,461.2,479.2,364.9,327.5,530.6,432.3,225.9,181.5,298.8,393.7
"06088",344.4,334,627.5,236.1,578.4,304.3,483.1,606.3,583.6,590.8,782.1,510.1,315.5,503,306.4,169.9,387.4,613.8,582.7,220.3,596.8,766.7,191.3,584.8,480.5,551.9,628,430.2,558.9,0,447.6,647.4,405.3,614.2,147.8,515.1,595.4,425.1,568.2,559.2,356.2,666.9,141.1,724.6,533.6,661.5,320.6,678.1,499.3,491.4,576.6,538.8,582.5,526.2,344.4,503.7,720.5,699.8,548,109.8,350.9,709,214.4,303.7,708.5,424.6,544.9,524.2,419.1,690.5,361.8,643.8,866.5,295.5,391.5,611.5,447.1,368.1,507.1,571.3,657.5,486.5,448.1,466.3,822.1,422.9,242.5,336.2,390.3,671.5,643.2,560.1,596.2,754.5
"65440",213.9,384.5,306.2,355.3,499.7,151.5,601.8,472.2,396.2,512.1,437,409.3,434.2,157.8,219.4,302.3,152.5,532.4,504.2,244.5,716,529.8,272.2,498.3,517.6,671.1,608.2,175.3,652.2,445.3,0,538.9,341.6,269.1,406.9,90.1,510.1,79.8,601.6,491.6,101.1,543.3,344.4,516.6,278.7,392.4,303.7,599.6,255.3,443.6,231.4,348.8,697.5,548.8,463.6,622.9,641.8,621.1,667,382.2,470.1,460.4,433.2,422.9,363.4,151,664,233.7,538.2,449.8,481,647.7,521.4,414.7,510.7,266.4,394.8,126.2,332.6,428.2,416.8,605.7,567.3,30.6,508.5,285.6,361.7,455.4,135.4,326.4,564.7,510.4,355.4,441.2
"27229",451,395.2,250.7,422.3,91.1,509,251.6,68.3,157.4,81.6,292.1,193.6,379.5,391.6,557.3,494.4,476.8,69.4,77.3,497.8,377.6,146.7,509.4,67.6,180.9,413.9,176.1,393.3,256.1,647,539.2,0,293.4,314.4,575.9,470.6,67.8,505.5,196.5,98.4,454.6,46.9,546.1,104.6,277.4,184.5,412.1,121.8,336.6,223.8,327.9,207.2,283.2,198.7,316.5,375.7,205.3,184.7,339.7,583.9,332.9,178.3,524.5,355,242.5,472,316,368.4,264.5,100.8,415.3,233.4,364.1,422.2,325.2,292.4,266,506.3,279.1,130.2,140.3,331.3,320.1,515.7,254.3,412,451.8,414.4,415.8,262.3,98,116.4,184,216
"63113",167.1,111.4,235.3,179.1,256.5,271.3,275.6,229.1,191.4,268.9,396.7,117.8,97.7,245.8,273.4,251.2,229.4,289.3,261.1,213.9,391.6,403.7,253.1,255.1,230,346.6,365,186.9,351.3,403.9,342.6,295.7,0,331.7,338.2,321.2,266.9,299,347.6,248.4,248.2,332.7,303,365.1,155.7,269.2,128.3,356.4,106.5,133.2,237.3,146.5,374.9,294.7,136.9,298.5,398.6,378,340.4,340.7,159.8,316.8,286.8,114.1,327.3,265.6,337.3,168.3,211.5,298.3,201.8,404.6,481.1,184.5,197.1,288.1,84.4,299.9,114.9,179.1,265.3,281.3,242.9,361.3,429.8,132.3,195.1,176.7,209.3,336.9,321.5,260.8,204,362.3
"17300",360.4,435.1,105.3,500.8,298.8,319.9,400.9,262.1,195.4,311.2,184.9,238.5,419.4,122.1,387.8,470.7,305.4,331.6,303.4,412.9,588.4,277.7,440.6,297.4,321.2,564.3,407.3,282.5,451.3,613.7,269.7,318,333.4,0,575.3,201.1,309.2,267.3,400.8,290.7,265.6,317.5,512.8,290.7,193.9,140.4,450.2,395.8,255.3,303.2,118.2,207.2,496.6,347.9,421,516.1,440.9,420.3,489,550.6,446.2,208.3,601.6,435.8,111.4,205,485.9,187.3,404.9,223.9,523.5,446.8,269.4,506.2,465.6,54.3,324.2,317.2,224.8,227.4,199.7,480.5,460.5,246.2,256.4,321.3,518.8,498.4,247.8,74.3,363.8,309.5,154.6,189.1
"04070",303.5,292.8,567.3,193.2,506.5,263.4,411.3,534.5,523.4,519,728.7,449.8,264.8,462.1,265.5,128.7,346.5,542,510.9,179.4,509,694.9,150.4,513,408.7,464,556.2,389.3,487.1,146.8,406.8,575.6,345,573.3,0,474.2,523.6,384.3,496.4,487.4,315.3,595.1,102.7,652.8,492.7,601.2,279.7,606.3,444.3,419.6,535.7,478.5,510.7,454.4,272.6,415.9,648.6,628,471.7,133.8,263,648.7,76.7,235.9,659.2,383.7,473.1,483.3,347.3,630.2,231,572,813.1,161.3,303.6,570.6,375.3,327.2,446.8,510.4,597.3,398.7,360.3,425.4,761.7,382,201.3,199.9,349.4,630.6,571.4,488.3,535.9,694.2
"40192",262.3,426,239.8,425.6,433.2,221.9,535.3,405.8,329.8,445.7,370.5,373,414.1,91.4,289.8,372.6,207.3,466,437.8,314.9,698.2,463.4,342.6,431.9,455.7,653.2,541.7,184.4,585.8,515.6,91,472.5,321.6,202.7,477.3,0,443.7,99,535.2,425.2,165.9,476.9,414.7,450.2,242.5,326,352.1,533.2,235.3,423.6,165,315.9,631,482.4,453.3,605.1,575.4,554.7,623.5,452.5,476.2,394,503.6,430.5,297,107,620.4,167.2,518.1,383.3,518.3,581.3,455,485,513.6,199.9,374.8,206.2,299.7,361.8,350.4,587.9,549.5,67.4,442.1,301.3,432.1,493.1,149.7,260,498.2,444,289,374.8
"92050",424.1,368.3,223.8,369.9,35,482.1,199.2,72.1,130.5,23.9,309.5,166.8,347.4,364.8,530.4,442,450,30.6,19.7,470.9,320.3,185.5,457,22.1,128.4,356.5,118.4,366.5,198.7,594.6,512.3,66.2,266.6,309.1,523.5,443.7,0,478.6,139.2,46,427.8,85.7,493.7,143.4,250.6,192.5,385.2,98.8,309.7,171.3,301.1,180.3,225.8,146.2,264.1,323.3,151,130.3,287.3,531.5,280.5,186.3,472.1,302.5,250.6,445.1,258.6,341.5,212.1,149.8,362.9,176.1,381.4,369.8,272.8,265.5,213.5,479.4,252.2,103.4,147.8,278.8,267.7,488.8,293,385.2,399.4,362,388.9,270.4,63.9,64,157.1,231.8
"32013",186,356.6,302.8,335.2,471.5,131.5,561.9,444,392.9,483.9,433.6,369,393.9,154.5,199.4,282.2,124.6,504.2,476.1,224.5,677.9,526.4,252.2,470.1,477.3,633,580,135,624,425.2,80.3,510.7,301.3,265.7,386.9,98.6,481.9,0,573.5,463.4,75.2,539.9,324.3,513.2,238.4,389.1,275.8,571.4,215,403.3,228,308.5,661.3,520.6,433.1,584.8,613.6,592.9,626.8,362.1,450,457,413.1,402.8,360,79.4,623.7,206.5,497.9,446.4,460.9,619.5,518,394.6,490.6,263,354.5,128.8,292.3,394.1,413.4,567.6,529.2,107.5,505.1,245.3,341.6,435.3,92.3,323,536.5,482.2,352.1,437.8
